#命令和消息的对应对应
#版本，命令码对,上行类型【类名】，下行类型，
0x80,0x11,0x21,,,
0x80,0x13,0x23,
0x80,0x31,0x41,
0x80,0x51,0x61,
0x80,0x71,0x81,
0x80,0x73,0x83,
0x80,0x91,0xA1,dispatch-charging-policy
0x80,0x93,0xA3,dispatch-stop-charging
0x80,0xB1,0xC1,
0x80,0xD1,0xE1,remote-op-command
0x80,0x15,0x25,
0x80,0x17,0x27,

